submission_date,genero,edad,donde_vivis,opinion_cuarentena,home_office,act_original,opinion_circulacion,circulacion_abierta,submitter,filepath,act_limpia,circ_limpia,Profesion
03/07/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,,,
03/07/2020,Mujer,Más de 66 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",industria alimentos,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,no tengo opinion precisa.,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,"['industria', 'alimentos']","['no', 'tengo', 'opinion', 'precisa']",industria alimentaria
28/06/2020,Mujer,Entre 26 y 35 años,mendoza,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Mujer,Entre 18 y 25 años,cordoba,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Mujer,Entre 56 y 65 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",administracion,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"no estoy de acuerdo. si lo hubiesen respetado desde el principio,  estaria todo menos complicado.  ",,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,['administracion'],"['no', 'estoy', 'de', 'acuerdo', 'si', 'lo', 'hubiesen', 'respetado', 'desde', 'el', 'principio', 'estaria', 'todo', 'menos', 'complicado']",empleado administrativo
28/06/2020,Mujer,Entre 18 y 25 años,jujuy,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo","no tengo los recursos necesarios para realizar las clases online, o sea que perdi el ano. y no puedo trabajar por cuarentena y soy persona de riesgo",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"que los hdp de los portenitos ni se les ocurra salir de bs as para refugiarse en provincias donde el bicho no haya llegado o sean leves sus contagios, y que empiezan a cuidarse esos bldos",,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['no', 'tengo', 'los', 'recursos', 'necesarios', 'para', 'realizar', 'las', 'clases', 'online', 'o', 'sea', 'que', 'perdi', 'el', 'ano', 'y', 'no', 'puedo', 'trabajar', 'por', 'cuarentena', 'y', 'soy', 'persona', 'de', 'riesgo']","['que', 'los', 'hdp', 'de', 'los', 'porteñitos', 'ni', 'se', 'les', 'ocurra', 'salir', 'de', 'bs', 'as', 'para', 'refugiarse', 'en', 'provincias', 'donde', 'el', 'bicho', 'no', 'haya', 'llegado', 'o', 'sean', 'leves', 'sus', 'contagios', 'y', 'que', 'empiezan', 'a', 'cuidarse', 'esos', 'bldos']",desempleado
28/06/2020,Mujer,Entre 18 y 25 años,jujuy,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",es complicado realizar la carrera en modo virtual,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,se podria propagar el virus mas rapido,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['es', 'complicado', 'realizar', 'la', 'carrera', 'en', 'modo', 'virtual']","['se', 'podria', 'propagar', 'el', 'virus', 'mas', 'rapido']",estudiante
28/06/2020,Mujer,Entre 56 y 65 años,rio negro,La cuarentena ya no es tan necesaria,No trabajo ni estudio,ama de casa,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"no todas estan mal ademas aprendimos a cuidarnos,",,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['no', 'todas', 'estan', 'mal', 'ademas', 'aprendimos', 'a', 'cuidarnos']",ama de casa
28/06/2020,Mujer,Más de 66 años,tucuman,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,pienso que solo los esenciales porque mientras mas circulacion haya mas contagio va  a haber,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,"['pienso', 'que', 'solo', 'los', 'esenciales', 'porque', 'mientras', 'mas', 'circulacion', 'haya', 'mas', 'contagio', 'va', 'a', 'haber']",
28/06/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Entre 56 y 65 años,san juan,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","esta todo cerrado ,  no hay colegio nada de nada , no se puede hacer nada ,,, tal vez estudiaria por internet ..",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"no, mejor cerrar la circulacion entre provincias y las fronteras tambien!! es muy necesario sino no terminamos mas la cuarentena , hay que cerrar todo y entender que es muy necesario, la gente no cumple y por culpa de esa gente, nos vemos perjudicados unos pocos, asi no terminamos mas !horrible!!",,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['esta', 'todo', 'cerrado', 'no', 'hay', 'colegio', 'nada', 'de', 'nada', 'no', 'se', 'puede', 'hacer', 'nada', 'tal', 'vez', 'estudiaria', 'por', 'internet']","['no', 'mejor', 'cerrar', 'la', 'circulacion', 'entre', 'provincias', 'y', 'las', 'fronteras', 'tambien', 'es', 'muy', 'necesario', 'sino', 'no', 'terminamos', 'mas', 'la', 'cuarentena', 'hay', 'que', 'cerrar', 'todo', 'y', 'entender', 'que', 'es', 'muy', 'necesario', 'la', 'gente', 'no', 'cumple', 'y', 'por', 'culpa', 'de', 'esa', 'gente', 'nos', 'vemos', 'perjudicados', 'unos', 'pocos', 'así', 'no', 'terminamos', 'mas', '¡horrible']",
29/06/2020,Mujer,Entre 26 y 35 años,corrientes,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",perdi mi trabajo de domestica,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,dentro de cada provincia esta bien,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['perdi', 'mi', 'trabajo', 'de', 'domestica']","['dentro', 'de', 'cada', 'provincia', 'esta', 'bien']",desempleado
29/06/2020,Mujer,Entre 36 y 45 años,mendoza,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,no estoy de acuerdo que todavia se puede circular entre provincias porque todavia el virus esta circulando demasiado tantos cuidados que al final si se empieza a andar por todas las provincias no va a tener sentido tanto sacrificio,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,"['no', 'estoy', 'de', 'acuerdo', 'que', 'todavía', 'se', 'puede', 'circular', 'entre', 'provincias', 'porque', 'todavía', 'el', 'virus', 'está', 'circulando', 'demasiado', 'tantos', 'cuidados', 'que', 'al', 'final', 'si', 'se', 'empieza', 'a', 'andar', 'por', 'todas', 'las', 'provincias', 'no', 'va', 'a', 'tener', 'sentido', 'tanto', 'sacrificio']",
29/06/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Menor de 18 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Más de 66 años,santa fe,La cuarentena ya no es nada necesaria,No trabajo ni estudio,es todo verso yo pregunto como puede ser que el virus tenga dia y horario para atacar!!!!! que se pongan de acuerdo para mentir y nos dejen vivir tranquilos,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,en los controles sean mas concisos y no hagan pavadas,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['es', 'todo', 'verso', 'yo', 'pregunto', 'como', 'puede', 'ser', 'que', 'el', 'virus', 'tenga', 'dia', 'y', 'horario', 'para', 'atacar', 'que', 'se', 'pongan', 'de', 'acuerdo', 'para', 'mentir', 'y', 'nos', 'dejen', 'vivir', 'tranquilos']","['en', 'los', 'controles', 'sean', 'mas', 'concisos', 'y', 'no', 'hagan', 'pavadas']",
29/06/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Entre 18 y 25 años,ciudad autonoma de buenos aires,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",poder empezar a trabajar.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,que puedan circular las provincias que ya estan en fase 5,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['poder', 'empezar', 'a', 'trabajar']","['que', 'puedan', 'circular', 'las', 'provincias', 'que', 'ya', 'están', 'en', 'fase', '5']",desempleado
29/06/2020,Mujer,Entre 26 y 35 años,ciudad autonoma de buenos aires,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",estudiante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,me parece bien. mientras las personas toman una verdadera responsabilidad,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,estudiante,"['me', 'parece', 'bien', 'mientras', 'las', 'personas', 'toman', 'una', 'verdadera', 'responsabilidad']",estudiante
29/06/2020,Mujer,Entre 26 y 35 años,cordoba,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",estudio.. pero desde que se inicio la cuarentena el municipio de donde vivo dejo de darnos becas. y eso es muy malo porque aun sin ir a la universidad necesitamos comprar material y pagar para poner credito al celular ya q muchos dependemos de eso. a la intendente le importa un comino lo que nos pasa.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,que se hagan controles muy estrictos,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,intendente,"['que', 'se', 'hagan', 'controles', 'muy', 'estrictos']",estudiante
29/06/2020,Mujer,Entre 18 y 25 años,ciudad autonoma de buenos aires,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",soy estudiante y la verdad que apesar q si cuento con la computadora la senal de internet es muy mala y me cuesta mucho estar al dia con las tareas lo cual hace que mi dia a dia mi ansiedad aumente,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,estudiante,,estudiante
29/06/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Prefiero no contestar,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Menor de 18 años,rio negro,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Entre 18 y 25 años,chaco,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,caminar,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,pesima,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,['caminar'],['pesima'],
29/06/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Entre 56 y 65 años,cordoba,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",duena de un bar,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,aumenta la circulacion del virus,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['duena', 'de', 'un', 'bar']","['aumenta', 'la', 'circulación', 'del', 'virus']",comerciante
29/06/2020,Mujer,Menor de 18 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
29/06/2020,Mujer,Entre 18 y 25 años,mendoza,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",tuve que dejar de trabajar y me echaron,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,no me parece que se circule en entre provincias,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['tuve', 'que', 'dejar', 'de', 'trabajar', 'y', 'me', 'echaron']","['no', 'me', 'parece', 'que', 'se', 'circule', 'en', 'entre', 'provincias']",desempleado
29/06/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 46 y 55 años,mendoza,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,poca circulacion y control estricto,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,"['poca', 'circulación', 'y', 'control', 'estricto']",
30/06/2020,Mujer,Menor de 18 años,rio negro,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 18 y 25 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",administracion,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"solo por necesidad, no por turismo o mudanza.",,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,['administracion'],"['solo', 'por', 'necesidad', 'no', 'por', 'turismo', 'o', 'mudanza']",empleado administrativo
30/06/2020,Mujer,Entre 56 y 65 años,cordoba,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,ama de casa,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,buena.,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,['buena'],ama de casa
30/06/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",es una actividad no esencial pero me hacen ir igual. tengo un hijo. cuando pedi home office me dijeron que tengo que ir porque estaban evaluando los puestos de trabajo. ..,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,si la gente se sigue cuidando no veo el porque seguir parando la economia ..que todo se vaya normalizando gradualmente,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['es', 'una', 'actividad', 'no', 'esencial', 'pero', 'me', 'hacen', 'ir', 'igual', 'tengo', 'un', 'hijo', 'cuando', 'pedi', 'home', 'office', 'me', 'dijeron', 'que', 'tengo', 'que', 'ir', 'porque', 'estaban', 'evaluando', 'los', 'puestos', 'de', 'trabajo']","['si', 'la', 'gente', 'se', 'sigue', 'cuidando', 'no', 'veo', 'el', 'porque', 'seguir', 'parando', 'la', 'economia', 'que', 'todo', 'se', 'vaya', 'normalizando', 'gradualmente']",
30/06/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 36 y 45 años,chubut,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 18 y 25 años,rio negro,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",debo hacer las compras una vez a la semana ...mi marido trabaja haciendo changas la verdad no estamos muy bien economicamente,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,creo que si no nos dejan transitar con libertad para trabajar es algo loco dejar transitar entre provincia estaria bien que gente del gobierno se ocupe de la alimentacion de las provincias ect,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,changas,"['creo', 'que', 'si', 'no', 'nos', 'dejan', 'transitar', 'con', 'libertad', 'para', 'trabajar', 'es', 'algo', 'loco', 'dejar', 'transitar', 'entre', 'provincia', 'estaría', 'bien', 'que', 'gente', 'del', 'gobierno', 'se', 'ocupe', 'de', 'la', 'alimentación', 'de', 'las', 'provincias', 'ect']",changas
30/06/2020,Mujer,Entre 18 y 25 años,santiago del estero,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",desocupa estudiando,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"por el momento,no creo que se pueda",,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['desocupa', 'estudiando']","['por', 'el', 'momento', 'no', 'creo', 'que', 'se', 'pueda']",desempleado
30/06/2020,Mujer,Más de 66 años,mendoza,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,la mayoria que ingreso estaban contagiados....losunicos que deben circular son los tramportistas que nos traen alimentos,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,['jubilada'],"['la', 'mayoria', 'que', 'ingreso', 'estaban', 'contagiados', 'losunicos', 'que', 'deben', 'circular', 'son', 'los', 'tramportistas', 'que', 'nos', 'traen', 'alimentos']",jubilado
30/06/2020,Mujer,Entre 26 y 35 años,cordoba,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Menor de 18 años,chaco,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",estudiante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,estudiante,,estudiante
01/07/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 18 y 25 años,la pampa,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 18 y 25 años,la pampa,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,traslado del virus,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,"['traslado', 'del', 'virus']",
01/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo","estudio , y al estar todos en casa nunca encuentro lugar para realizar mis tareas y me atrazo constantemente",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,circulacion abierta a todos los distritos donde nunca se han detectado casos positivos de covid_19 desde el comienzo de la pandemia,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['estudio', 'y', 'al', 'estar', 'todos', 'en', 'casa', 'nunca', 'encuentro', 'lugar', 'para', 'realizar', 'mis', 'tareas', 'y', 'me', 'atrazo', 'constantemente']","['circulación', 'abierta', 'a', 'todos', 'los', 'distritos', 'donde', 'nunca', 'se', 'han', 'detectado', 'casos', 'positivos', 'de', 'covid', '19', 'desde', 'el', 'comienzo', 'de', 'la', 'pandemia']",estudiante
01/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",limpio juego con mis hijos y trato de llevar la cuarentena lo mejor posible siempre en casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,no me parece nada bueno que salgan,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['limpio', 'juego', 'con', 'mis', 'hijos', 'y', 'trato', 'de', 'llevar', 'la', 'cuarentena', 'lo', 'mejor', 'posible', 'siempre', 'en', 'casa']","['no', 'me', 'parece', 'nada', 'bueno', 'que', 'salgan']",ama de casa
01/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online","estudiar on line tiene sus desventajas. mucha gente no dispone de recursos para poder ver y escuchar sus clases on line. ademas se perdio mucho contenido super importante, ya que eso solo se obtiene de manera presencial. definitivamente ya no va esta cuarentena. ademas de que ni trabajar se puede. desastre!",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,si. estoy de acuerdo. con recaudos. pero la actividad turistica es necesaria. que los medios de comunicacion dejen de meter miedo e infundir el panico que le piden que muestren en sus noticias.,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['estudiar', 'on', 'line', 'tiene', 'sus', 'desventajas', 'mucha', 'gente', 'no', 'dispone', 'de', 'recursos', 'para', 'poder', 'ver', 'y', 'escuchar', 'sus', 'clases', 'on', 'line', 'ademas', 'se', 'perdio', 'mucho', 'contenido', 'super', 'importante', 'ya', 'que', 'eso', 'solo', 'se', 'obtiene', 'de', 'manera', 'presencial', 'definitivamente', 'ya', 'no', 'va', 'esta', 'cuarentena', 'ademas', 'de', 'que', 'ni', 'trabajar', 'se', 'puede', 'desastre']","['si', 'estoy', 'de', 'acuerdo', 'con', 'recaudos', 'pero', 'la', 'actividad', 'turística', 'es', 'necesaria', 'que', 'los', 'medios', 'de', 'comunicación', 'dejen', 'de', 'meter', 'miedo', 'e', 'infundir', 'el', 'pánico', 'que', 'le', 'piden', 'que', 'muestren', 'en', 'sus', 'noticias']",estudiante
01/07/2020,Mujer,Entre 18 y 25 años,la rioja,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",estoy estudiando aunque los profesores mandan tarea hasta los dias domingos y es imposible hacer todo a tiempo,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,si hay circulacion entre provincias los casos van a aumentar,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['estoy', 'estudiando', 'aunque', 'los', 'profesores', 'mandan', 'tarea', 'hasta', 'los', 'dias', 'domingos', 'y', 'es', 'imposible', 'hacer', 'todo', 'a', 'tiempo']","['si', 'hay', 'circulación', 'entre', 'provincias', 'los', 'casos', 'van', 'a', 'aumentar']",estudiante
01/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",estudio programacion,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,debe haber aislamiento estricto hasta que baje la cantidad de casos y pueda controlarse la situacion,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['estudio', 'programacion']","['debe', 'haber', 'aislamiento', 'estricto', 'hasta', 'que', 'baje', 'la', 'cantidad', 'de', 'casos', 'y', 'pueda', 'controlarse', 'la', 'situación']",estudiante
